,global_entity_id,orders,threshold,performance_metric,value
580,IN_EG,3,0.7,f1_score,0.03
982,IN_EG,3,0.7,precision_recall_auc,0.69
377,IN_EG,4,0.7,accuracy,0.53
779,IN_EG,4,0.7,f1_score,0.08
1181,IN_EG,4,0.7,precision_recall_auc,0.68
63,IN_OM,2,0.3,accuracy,0.5
465,IN_OM,2,0.3,f1_score,0.4
867,IN_OM,2,0.3,precision_recall_auc,0.58
166,IN_OM,3,0.3,accuracy,0.57
568,IN_OM,3,0.3,f1_score,0.57
970,IN_OM,3,0.3,precision_recall_auc,0.73
29,IN_QA,2,0.3,accuracy,0.5
431,IN_QA,2,0.3,f1_score,0.0
833,IN_QA,2,0.3,precision_recall_auc,0.12
328,IN_QA,4,0.3,accuracy,0.86
730,IN_QA,4,0.3,f1_score,0.67
1132,IN_QA,4,0.3,precision_recall_auc,0.75
329,IN_QA,4,0.5,accuracy,1.0
731,IN_QA,4,0.5,f1_score,1.0
1133,IN_QA,4,0.5,precision_recall_auc,1.0
330,IN_QA,4,0.7,accuracy,1.0
732,IN_QA,4,0.7,f1_score,1.0
1134,IN_QA,4,0.7,precision_recall_auc,1.0
278,MJM_AT,1,0.3,accuracy,0.52
680,MJM_AT,1,0.3,f1_score,0.49
1082,MJM_AT,1,0.3,precision_recall_auc,0.59
81,MJM_AT,2,0.3,accuracy,0.52
483,MJM_AT,2,0.3,f1_score,0.51
885,MJM_AT,2,0.3,precision_recall_auc,0.61
186,MJM_AT,3,0.3,accuracy,0.53
588,MJM_AT,3,0.3,f1_score,0.47
990,MJM_AT,3,0.3,precision_recall_auc,0.57
385,MJM_AT,4,0.3,accuracy,0.57
787,MJM_AT,4,0.3,f1_score,0.49
1189,MJM_AT,4,0.3,precision_recall_auc,0.58
279,MJM_AT,1,0.5,accuracy,0.62
681,MJM_AT,1,0.5,f1_score,0.04
1083,MJM_AT,1,0.5,precision_recall_auc,0.46
82,MJM_AT,2,0.5,accuracy,0.63
484,MJM_AT,2,0.5,f1_score,0.17
886,MJM_AT,2,0.5,precision_recall_auc,0.49
187,MJM_AT,3,0.5,accuracy,0.68
589,MJM_AT,3,0.5,f1_score,0.24
991,MJM_AT,3,0.5,precision_recall_auc,0.56
386,MJM_AT,4,0.5,accuracy,0.69
788,MJM_AT,4,0.5,f1_score,0.3
1190,MJM_AT,4,0.5,precision_recall_auc,0.59
188,MJM_AT,3,0.7,accuracy,0.66
590,MJM_AT,3,0.7,f1_score,0.01
992,MJM_AT,3,0.7,precision_recall_auc,0.67
387,MJM_AT,4,0.7,accuracy,0.65
789,MJM_AT,4,0.7,f1_score,0.01
1191,MJM_AT,4,0.7,precision_recall_auc,0.43
230,NP_HU,1,0.3,accuracy,0.7
632,NP_HU,1,0.3,f1_score,0.1
1034,NP_HU,1,0.3,precision_recall_auc,0.34
30,NP_HU,2,0.3,accuracy,0.73
432,NP_HU,2,0.3,f1_score,0.21
834,NP_HU,2,0.3,precision_recall_auc,0.39
131,NP_HU,3,0.3,accuracy,0.74
533,NP_HU,3,0.3,f1_score,0.31
935,NP_HU,3,0.3,precision_recall_auc,0.43
331,NP_HU,4,0.3,accuracy,0.74
733,NP_HU,4,0.3,f1_score,0.35
1135,NP_HU,4,0.3,precision_recall_auc,0.45
231,NP_HU,1,0.5,accuracy,0.71
633,NP_HU,1,0.5,f1_score,0.01
1035,NP_HU,1,0.5,precision_recall_auc,0.27
31,NP_HU,2,0.5,accuracy,0.74
433,NP_HU,2,0.5,f1_score,0.07
835,NP_HU,2,0.5,precision_recall_auc,0.36
132,NP_HU,3,0.5,accuracy,0.75
534,NP_HU,3,0.5,f1_score,0.16
936,NP_HU,3,0.5,precision_recall_auc,0.41
332,NP_HU,4,0.5,accuracy,0.77
734,NP_HU,4,0.5,f1_score,0.18
1136,NP_HU,4,0.5,precision_recall_auc,0.43
133,NP_HU,3,0.7,accuracy,0.75
535,NP_HU,3,0.7,f1_score,0.0
937,NP_HU,3,0.7,precision_recall_auc,0.12
247,OP_SE,1,0.3,accuracy,0.72
649,OP_SE,1,0.3,f1_score,0.03
1051,OP_SE,1,0.3,precision_recall_auc,0.24
48,OP_SE,2,0.3,accuracy,0.75
450,OP_SE,2,0.3,f1_score,0.15
852,OP_SE,2,0.3,precision_recall_auc,0.35
151,OP_SE,3,0.3,accuracy,0.75
553,OP_SE,3,0.3,f1_score,0.23
955,OP_SE,3,0.3,precision_recall_auc,0.39
350,OP_SE,4,0.3,accuracy,0.77
752,OP_SE,4,0.3,f1_score,0.26
1154,OP_SE,4,0.3,precision_recall_auc,0.42
248,OP_SE,1,0.5,accuracy,0.73
650,OP_SE,1,0.5,f1_score,0.0
1052,OP_SE,1,0.5,precision_recall_auc,0.13
49,OP_SE,2,0.5,accuracy,0.76
451,OP_SE,2,0.5,f1_score,0.02
853,OP_SE,2,0.5,precision_recall_auc,0.34
152,OP_SE,3,0.5,accuracy,0.76
554,OP_SE,3,0.5,f1_score,0.04
956,OP_SE,3,0.5,precision_recall_auc,0.35
351,OP_SE,4,0.5,accuracy,0.77
753,OP_SE,4,0.5,f1_score,0.06
1155,OP_SE,4,0.5,precision_recall_auc,0.35
249,OP_SE,1,0.7,accuracy,0.73
651,OP_SE,1,0.7,f1_score,0.0
1053,OP_SE,1,0.7,precision_recall_auc,0.13
352,OP_SE,4,0.7,accuracy,0.77
754,OP_SE,4,0.7,f1_score,0.0
1156,OP_SE,4,0.7,precision_recall_auc,0.11
264,PO_FI,1,0.3,accuracy,0.68
666,PO_FI,1,0.3,f1_score,0.0
1068,PO_FI,1,0.3,precision_recall_auc,0.16
66,PO_FI,2,0.3,accuracy,0.69
468,PO_FI,2,0.3,f1_score,0.17
870,PO_FI,2,0.3,precision_recall_auc,0.47
169,PO_FI,3,0.3,accuracy,0.69
571,PO_FI,3,0.3,f1_score,0.26
973,PO_FI,3,0.3,precision_recall_auc,0.54
368,PO_FI,4,0.3,accuracy,0.65
770,PO_FI,4,0.3,f1_score,0.24
1172,PO_FI,4,0.3,precision_recall_auc,0.42
67,PO_FI,2,0.5,accuracy,0.69
469,PO_FI,2,0.5,f1_score,0.04
871,PO_FI,2,0.5,precision_recall_auc,0.67
170,PO_FI,3,0.5,accuracy,0.68
572,PO_FI,3,0.5,f1_score,0.07
974,PO_FI,3,0.5,precision_recall_auc,0.51
369,PO_FI,4,0.5,accuracy,0.69
771,PO_FI,4,0.5,f1_score,0.04
1173,PO_FI,4,0.5,precision_recall_auc,0.67
291,PY_AR,1,0.5,accuracy,0.62
693,PY_AR,1,0.5,f1_score,0.15
1095,PY_AR,1,0.5,precision_recall_auc,0.48
95,PY_AR,2,0.5,accuracy,0.63
497,PY_AR,2,0.5,f1_score,0.24
899,PY_AR,2,0.5,precision_recall_auc,0.5
202,PY_AR,3,0.5,accuracy,0.67
604,PY_AR,3,0.5,f1_score,0.32
1006,PY_AR,3,0.5,precision_recall_auc,0.52
400,PY_AR,4,0.5,accuracy,0.67
802,PY_AR,4,0.5,f1_score,0.35
1204,PY_AR,4,0.5,precision_recall_auc,0.5
292,PY_AR,1,0.7,accuracy,0.62
694,PY_AR,1,0.7,f1_score,0.01
1096,PY_AR,1,0.7,precision_recall_auc,0.41
96,PY_AR,2,0.7,accuracy,0.63
498,PY_AR,2,0.7,f1_score,0.05
900,PY_AR,2,0.7,precision_recall_auc,0.45
203,PY_AR,3,0.7,accuracy,0.66
605,PY_AR,3,0.7,f1_score,0.08
1007,PY_AR,3,0.7,precision_recall_auc,0.51
401,PY_AR,4,0.7,accuracy,0.68
803,PY_AR,4,0.7,f1_score,0.11
1205,PY_AR,4,0.7,precision_recall_auc,0.51
233,PY_BO,1,0.3,accuracy,0.64
635,PY_BO,1,0.3,f1_score,0.1
1037,PY_BO,1,0.3,precision_recall_auc,0.47
33,PY_BO,2,0.3,accuracy,0.64
435,PY_BO,2,0.3,f1_score,0.14
837,PY_BO,2,0.3,precision_recall_auc,0.44
135,PY_BO,3,0.3,accuracy,0.67
537,PY_BO,3,0.3,f1_score,0.3
939,PY_BO,3,0.3,precision_recall_auc,0.58
334,PY_BO,4,0.3,accuracy,0.7
736,PY_BO,4,0.3,f1_score,0.37
1138,PY_BO,4,0.3,precision_recall_auc,0.52
234,PY_BO,1,0.5,accuracy,0.64
636,PY_BO,1,0.5,f1_score,0.01
1038,PY_BO,1,0.5,precision_recall_auc,0.35
34,PY_BO,2,0.5,accuracy,0.64
436,PY_BO,2,0.5,f1_score,0.02
838,PY_BO,2,0.5,precision_recall_auc,0.4
136,PY_BO,3,0.5,accuracy,0.64
538,PY_BO,3,0.5,f1_score,0.05
940,PY_BO,3,0.5,precision_recall_auc,0.54
335,PY_BO,4,0.5,accuracy,0.7
737,PY_BO,4,0.5,f1_score,0.14
1139,PY_BO,4,0.5,precision_recall_auc,0.54
282,PY_CL,1,0.3,accuracy,0.67
684,PY_CL,1,0.3,f1_score,0.13
1086,PY_CL,1,0.3,precision_recall_auc,0.4
86,PY_CL,2,0.3,accuracy,0.67
488,PY_CL,2,0.3,f1_score,0.18
890,PY_CL,2,0.3,precision_recall_auc,0.43
192,PY_CL,3,0.3,accuracy,0.72
594,PY_CL,3,0.3,f1_score,0.25
996,PY_CL,3,0.3,precision_recall_auc,0.43
390,PY_CL,4,0.3,accuracy,0.7
792,PY_CL,4,0.3,f1_score,0.29
1194,PY_CL,4,0.3,precision_recall_auc,0.46
283,PY_CL,1,0.5,accuracy,0.68
685,PY_CL,1,0.5,f1_score,0.01
1087,PY_CL,1,0.5,precision_recall_auc,0.33
87,PY_CL,2,0.5,accuracy,0.68
489,PY_CL,2,0.5,f1_score,0.04
891,PY_CL,2,0.5,precision_recall_auc,0.38
193,PY_CL,3,0.5,accuracy,0.73
595,PY_CL,3,0.5,f1_score,0.07
997,PY_CL,3,0.5,precision_recall_auc,0.45
391,PY_CL,4,0.5,accuracy,0.7
793,PY_CL,4,0.5,f1_score,0.06
1195,PY_CL,4,0.5,precision_recall_auc,0.39
243,PY_CR,1,0.3,accuracy,0.62
645,PY_CR,1,0.3,f1_score,0.15
1047,PY_CR,1,0.3,precision_recall_auc,0.45
44,PY_CR,2,0.3,accuracy,0.65
446,PY_CR,2,0.3,f1_score,0.25
848,PY_CR,2,0.3,precision_recall_auc,0.48
147,PY_CR,3,0.3,accuracy,0.71
549,PY_CR,3,0.3,f1_score,0.36
951,PY_CR,3,0.3,precision_recall_auc,0.51
346,PY_CR,4,0.3,accuracy,0.71
748,PY_CR,4,0.3,f1_score,0.24
1150,PY_CR,4,0.3,precision_recall_auc,0.46
244,PY_CR,1,0.5,accuracy,0.62
646,PY_CR,1,0.5,f1_score,0.0
1048,PY_CR,1,0.5,precision_recall_auc,0.19
45,PY_CR,2,0.5,accuracy,0.65
447,PY_CR,2,0.5,f1_score,0.02
849,PY_CR,2,0.5,precision_recall_auc,0.43
148,PY_CR,3,0.5,accuracy,0.71
550,PY_CR,3,0.5,f1_score,0.08
952,PY_CR,3,0.5,precision_recall_auc,0.46
347,PY_CR,4,0.5,accuracy,0.71
749,PY_CR,4,0.5,f1_score,0.08
1151,PY_CR,4,0.5,precision_recall_auc,0.54
265,PY_DO,1,0.3,accuracy,0.47
667,PY_DO,1,0.3,f1_score,0.52
1069,PY_DO,1,0.3,precision_recall_auc,0.62
68,PY_DO,2,0.3,accuracy,0.47
470,PY_DO,2,0.3,f1_score,0.51
872,PY_DO,2,0.3,precision_recall_auc,0.62
171,PY_DO,3,0.3,accuracy,0.6
573,PY_DO,3,0.3,f1_score,0.45
975,PY_DO,3,0.3,precision_recall_auc,0.54
370,PY_DO,4,0.3,accuracy,0.6
772,PY_DO,4,0.3,f1_score,0.43
1174,PY_DO,4,0.3,precision_recall_auc,0.52
266,PY_DO,1,0.5,accuracy,0.6
668,PY_DO,1,0.5,f1_score,0.08
1070,PY_DO,1,0.5,precision_recall_auc,0.41
69,PY_DO,2,0.5,accuracy,0.64
471,PY_DO,2,0.5,f1_score,0.27
873,PY_DO,2,0.5,precision_recall_auc,0.54
172,PY_DO,3,0.5,accuracy,0.68
574,PY_DO,3,0.5,f1_score,0.25
976,PY_DO,3,0.5,precision_recall_auc,0.5
371,PY_DO,4,0.5,accuracy,0.68
773,PY_DO,4,0.5,f1_score,0.27
1175,PY_DO,4,0.5,precision_recall_auc,0.48
267,PY_DO,1,0.7,accuracy,0.61
669,PY_DO,1,0.7,f1_score,0.0
1071,PY_DO,1,0.7,precision_recall_auc,0.19
70,PY_DO,2,0.7,accuracy,0.62
472,PY_DO,2,0.7,f1_score,0.01
874,PY_DO,2,0.7,precision_recall_auc,0.52
173,PY_DO,3,0.7,accuracy,0.66
575,PY_DO,3,0.7,f1_score,0.01
977,PY_DO,3,0.7,precision_recall_auc,0.5
372,PY_DO,4,0.7,accuracy,0.68
774,PY_DO,4,0.7,f1_score,0.04
1176,PY_DO,4,0.7,precision_recall_auc,0.67
241,PY_EC,1,0.3,accuracy,0.64
643,PY_EC,1,0.3,f1_score,0.14
1045,PY_EC,1,0.3,precision_recall_auc,0.53
42,PY_EC,2,0.3,accuracy,0.64
444,PY_EC,2,0.3,f1_score,0.22
846,PY_EC,2,0.3,precision_recall_auc,0.49
145,PY_EC,3,0.3,accuracy,0.66
547,PY_EC,3,0.3,f1_score,0.23
949,PY_EC,3,0.3,precision_recall_auc,0.46
344,PY_EC,4,0.3,accuracy,0.66
746,PY_EC,4,0.3,f1_score,0.31
1148,PY_EC,4,0.3,precision_recall_auc,0.49
242,PY_EC,1,0.5,accuracy,0.63
644,PY_EC,1,0.5,f1_score,0.0
1046,PY_EC,1,0.5,precision_recall_auc,0.44
43,PY_EC,2,0.5,accuracy,0.63
445,PY_EC,2,0.5,f1_score,0.03
847,PY_EC,2,0.5,precision_recall_auc,0.41
146,PY_EC,3,0.5,accuracy,0.66
548,PY_EC,3,0.5,f1_score,0.02
950,PY_EC,3,0.5,precision_recall_auc,0.31
345,PY_EC,4,0.5,accuracy,0.67
747,PY_EC,4,0.5,f1_score,0.06
1149,PY_EC,4,0.5,precision_recall_auc,0.47
289,PY_GT,1,0.3,accuracy,0.61
691,PY_GT,1,0.3,f1_score,0.15
1093,PY_GT,1,0.3,precision_recall_auc,0.54
93,PY_GT,2,0.3,accuracy,0.64
495,PY_GT,2,0.3,f1_score,0.18
897,PY_GT,2,0.3,precision_recall_auc,0.45
200,PY_GT,3,0.3,accuracy,0.65
602,PY_GT,3,0.3,f1_score,0.32
1004,PY_GT,3,0.3,precision_recall_auc,0.55
398,PY_GT,4,0.3,accuracy,0.63
800,PY_GT,4,0.3,f1_score,0.35
1202,PY_GT,4,0.3,precision_recall_auc,0.54
290,PY_GT,1,0.5,accuracy,0.6
692,PY_GT,1,0.5,f1_score,0.02
1094,PY_GT,1,0.5,precision_recall_auc,0.7
94,PY_GT,2,0.5,accuracy,0.65
496,PY_GT,2,0.5,f1_score,0.06
898,PY_GT,2,0.5,precision_recall_auc,0.54
201,PY_GT,3,0.5,accuracy,0.64
603,PY_GT,3,0.5,f1_score,0.1
1005,PY_GT,3,0.5,precision_recall_auc,0.55
399,PY_GT,4,0.5,accuracy,0.63
801,PY_GT,4,0.5,f1_score,0.09
1203,PY_GT,4,0.5,precision_recall_auc,0.5
280,PY_HN,1,0.3,accuracy,0.54
682,PY_HN,1,0.3,f1_score,0.08
1084,PY_HN,1,0.3,precision_recall_auc,0.51
83,PY_HN,2,0.3,accuracy,0.6
485,PY_HN,2,0.3,f1_score,0.24
887,PY_HN,2,0.3,precision_recall_auc,0.49
189,PY_HN,3,0.3,accuracy,0.63
591,PY_HN,3,0.3,f1_score,0.37
993,PY_HN,3,0.3,precision_recall_auc,0.58
388,PY_HN,4,0.3,accuracy,0.63
790,PY_HN,4,0.3,f1_score,0.31
1192,PY_HN,4,0.3,precision_recall_auc,0.47
281,PY_HN,1,0.5,accuracy,0.53
683,PY_HN,1,0.5,f1_score,0.0
1085,PY_HN,1,0.5,precision_recall_auc,0.23
84,PY_HN,2,0.5,accuracy,0.6
486,PY_HN,2,0.5,f1_score,0.07
888,PY_HN,2,0.5,precision_recall_auc,0.4
190,PY_HN,3,0.5,accuracy,0.59
592,PY_HN,3,0.5,f1_score,0.11
994,PY_HN,3,0.5,precision_recall_auc,0.46
389,PY_HN,4,0.5,accuracy,0.63
791,PY_HN,4,0.5,f1_score,0.09
1193,PY_HN,4,0.5,precision_recall_auc,0.36
85,PY_HN,2,0.7,accuracy,0.6
487,PY_HN,2,0.7,f1_score,0.0
889,PY_HN,2,0.7,precision_recall_auc,0.2
191,PY_HN,3,0.7,accuracy,0.59
593,PY_HN,3,0.7,f1_score,0.0
995,PY_HN,3,0.7,precision_recall_auc,0.2
224,PY_PE,1,0.3,accuracy,0.69
626,PY_PE,1,0.3,f1_score,0.09
1028,PY_PE,1,0.3,precision_recall_auc,0.38
23,PY_PE,2,0.3,accuracy,0.72
425,PY_PE,2,0.3,f1_score,0.2
827,PY_PE,2,0.3,precision_recall_auc,0.44
125,PY_PE,3,0.3,accuracy,0.72
527,PY_PE,3,0.3,f1_score,0.32
929,PY_PE,3,0.3,precision_recall_auc,0.52
321,PY_PE,4,0.3,accuracy,0.73
723,PY_PE,4,0.3,f1_score,0.3
1125,PY_PE,4,0.3,precision_recall_auc,0.5
225,PY_PE,1,0.5,accuracy,0.69
627,PY_PE,1,0.5,f1_score,0.01
1029,PY_PE,1,0.5,precision_recall_auc,0.35
24,PY_PE,2,0.5,accuracy,0.72
426,PY_PE,2,0.5,f1_score,0.02
828,PY_PE,2,0.5,precision_recall_auc,0.48
126,PY_PE,3,0.5,accuracy,0.71
528,PY_PE,3,0.5,f1_score,0.09
930,PY_PE,3,0.5,precision_recall_auc,0.52
322,PY_PE,4,0.5,accuracy,0.72
724,PY_PE,4,0.5,f1_score,0.09
1126,PY_PE,4,0.5,precision_recall_auc,0.56
323,PY_PE,4,0.7,accuracy,0.71
725,PY_PE,4,0.7,f1_score,0.0
1127,PY_PE,4,0.7,precision_recall_auc,0.64
250,PY_PY,1,0.3,accuracy,0.64
652,PY_PY,1,0.3,f1_score,0.13
1054,PY_PY,1,0.3,precision_recall_auc,0.5
50,PY_PY,2,0.3,accuracy,0.67
452,PY_PY,2,0.3,f1_score,0.31
854,PY_PY,2,0.3,precision_recall_auc,0.62
153,PY_PY,3,0.3,accuracy,0.68
555,PY_PY,3,0.3,f1_score,0.36
957,PY_PY,3,0.3,precision_recall_auc,0.58
353,PY_PY,4,0.3,accuracy,0.7
755,PY_PY,4,0.3,f1_score,0.44
1157,PY_PY,4,0.3,precision_recall_auc,0.59
251,PY_PY,1,0.5,accuracy,0.64
653,PY_PY,1,0.5,f1_score,0.01
1055,PY_PY,1,0.5,precision_recall_auc,0.68
51,PY_PY,2,0.5,accuracy,0.64
453,PY_PY,2,0.5,f1_score,0.08
855,PY_PY,2,0.5,precision_recall_auc,0.59
154,PY_PY,3,0.5,accuracy,0.65
556,PY_PY,3,0.5,f1_score,0.06
958,PY_PY,3,0.5,precision_recall_auc,0.69
354,PY_PY,4,0.5,accuracy,0.67
756,PY_PY,4,0.5,f1_score,0.14
1158,PY_PY,4,0.5,precision_recall_auc,0.51
219,PY_SV,1,0.3,accuracy,0.47
621,PY_SV,1,0.3,f1_score,0.55
1023,PY_SV,1,0.3,precision_recall_auc,0.64
17,PY_SV,2,0.3,accuracy,0.49
419,PY_SV,2,0.3,f1_score,0.6
821,PY_SV,2,0.3,precision_recall_auc,0.69
119,PY_SV,3,0.3,accuracy,0.47
521,PY_SV,3,0.3,f1_score,0.54
923,PY_SV,3,0.3,precision_recall_auc,0.64
315,PY_SV,4,0.3,accuracy,0.55
717,PY_SV,4,0.3,f1_score,0.57
1119,PY_SV,4,0.3,precision_recall_auc,0.65
220,PY_SV,1,0.5,accuracy,0.59
622,PY_SV,1,0.5,f1_score,0.1
1024,PY_SV,1,0.5,precision_recall_auc,0.55
18,PY_SV,2,0.5,accuracy,0.56
420,PY_SV,2,0.5,f1_score,0.21
822,PY_SV,2,0.5,precision_recall_auc,0.54
120,PY_SV,3,0.5,accuracy,0.62
522,PY_SV,3,0.5,f1_score,0.26
924,PY_SV,3,0.5,precision_recall_auc,0.56
316,PY_SV,4,0.5,accuracy,0.63
718,PY_SV,4,0.5,f1_score,0.32
1120,PY_SV,4,0.5,precision_recall_auc,0.59
221,PY_SV,1,0.7,accuracy,0.57
623,PY_SV,1,0.7,f1_score,0.0
1025,PY_SV,1,0.7,precision_recall_auc,0.21
19,PY_SV,2,0.7,accuracy,0.55
421,PY_SV,2,0.7,f1_score,0.01
823,PY_SV,2,0.7,precision_recall_auc,0.48
121,PY_SV,3,0.7,accuracy,0.6
523,PY_SV,3,0.7,f1_score,0.06
925,PY_SV,3,0.7,precision_recall_auc,0.59
317,PY_SV,4,0.7,accuracy,0.61
719,PY_SV,4,0.7,f1_score,0.12
1121,PY_SV,4,0.7,precision_recall_auc,0.64
228,PY_UY,1,0.3,accuracy,0.6
630,PY_UY,1,0.3,f1_score,0.29
1032,PY_UY,1,0.3,precision_recall_auc,0.54
27,PY_UY,2,0.3,accuracy,0.62
429,PY_UY,2,0.3,f1_score,0.33
831,PY_UY,2,0.3,precision_recall_auc,0.48
129,PY_UY,3,0.3,accuracy,0.63
531,PY_UY,3,0.3,f1_score,0.27
933,PY_UY,3,0.3,precision_recall_auc,0.48
326,PY_UY,4,0.3,accuracy,0.68
728,PY_UY,4,0.3,f1_score,0.43
1130,PY_UY,4,0.3,precision_recall_auc,0.55
229,PY_UY,1,0.5,accuracy,0.62
631,PY_UY,1,0.5,f1_score,0.15
1033,PY_UY,1,0.5,precision_recall_auc,0.65
28,PY_UY,2,0.5,accuracy,0.65
430,PY_UY,2,0.5,f1_score,0.13
832,PY_UY,2,0.5,precision_recall_auc,0.52
130,PY_UY,3,0.5,accuracy,0.66
532,PY_UY,3,0.5,f1_score,0.19
934,PY_UY,3,0.5,precision_recall_auc,0.57
327,PY_UY,4,0.5,accuracy,0.67
729,PY_UY,4,0.5,f1_score,0.17
1131,PY_UY,4,0.5,precision_recall_auc,0.49
245,TB_AE,1,0.5,accuracy,0.53
647,TB_AE,1,0.5,f1_score,0.16
1049,TB_AE,1,0.5,precision_recall_auc,0.6
46,TB_AE,2,0.5,accuracy,0.59
448,TB_AE,2,0.5,f1_score,0.36
850,TB_AE,2,0.5,precision_recall_auc,0.62
149,TB_AE,3,0.5,accuracy,0.63
551,TB_AE,3,0.5,f1_score,0.4
953,TB_AE,3,0.5,precision_recall_auc,0.61
348,TB_AE,4,0.5,accuracy,0.65
750,TB_AE,4,0.5,f1_score,0.38
1152,TB_AE,4,0.5,precision_recall_auc,0.57
246,TB_AE,1,0.7,accuracy,0.51
648,TB_AE,1,0.7,f1_score,0.0
1050,TB_AE,1,0.7,precision_recall_auc,0.37
47,TB_AE,2,0.7,accuracy,0.54
449,TB_AE,2,0.7,f1_score,0.0
851,TB_AE,2,0.7,precision_recall_auc,0.53
150,TB_AE,3,0.7,accuracy,0.58
552,TB_AE,3,0.7,f1_score,0.01
954,TB_AE,3,0.7,precision_recall_auc,0.64
349,TB_AE,4,0.7,accuracy,0.62
751,TB_AE,4,0.7,f1_score,0.01
1153,TB_AE,4,0.7,precision_recall_auc,0.51
194,TB_BH,3,0.3,accuracy,0.63
596,TB_BH,3,0.3,f1_score,0.49
998,TB_BH,3,0.3,precision_recall_auc,0.58
392,TB_BH,4,0.3,accuracy,0.68
794,TB_BH,4,0.3,f1_score,0.54
1196,TB_BH,4,0.3,precision_recall_auc,0.61
284,TB_BH,1,0.5,accuracy,0.58
686,TB_BH,1,0.5,f1_score,0.08
1088,TB_BH,1,0.5,precision_recall_auc,0.49
88,TB_BH,2,0.5,accuracy,0.63
490,TB_BH,2,0.5,f1_score,0.16
892,TB_BH,2,0.5,precision_recall_auc,0.43
195,TB_BH,3,0.5,accuracy,0.7
597,TB_BH,3,0.5,f1_score,0.38
999,TB_BH,3,0.5,precision_recall_auc,0.58
393,TB_BH,4,0.5,accuracy,0.71
795,TB_BH,4,0.5,f1_score,0.33
1197,TB_BH,4,0.5,precision_recall_auc,0.58
235,TB_IQ,1,0.5,accuracy,0.48
637,TB_IQ,1,0.5,f1_score,0.1
1039,TB_IQ,1,0.5,precision_recall_auc,0.63
35,TB_IQ,2,0.5,accuracy,0.55
437,TB_IQ,2,0.5,f1_score,0.3
839,TB_IQ,2,0.5,precision_recall_auc,0.71
137,TB_IQ,3,0.5,accuracy,0.56
539,TB_IQ,3,0.5,f1_score,0.39
941,TB_IQ,3,0.5,precision_recall_auc,0.72
336,TB_IQ,4,0.5,accuracy,0.57
738,TB_IQ,4,0.5,f1_score,0.45
1140,TB_IQ,4,0.5,precision_recall_auc,0.72
236,TB_IQ,1,0.7,accuracy,0.47
638,TB_IQ,1,0.7,f1_score,0.02
1040,TB_IQ,1,0.7,precision_recall_auc,0.77
36,TB_IQ,2,0.7,accuracy,0.49
438,TB_IQ,2,0.7,f1_score,0.05
840,TB_IQ,2,0.7,precision_recall_auc,0.72
138,TB_IQ,3,0.7,accuracy,0.48
540,TB_IQ,3,0.7,f1_score,0.1
942,TB_IQ,3,0.7,precision_recall_auc,0.67
337,TB_IQ,4,0.7,accuracy,0.5
739,TB_IQ,4,0.7,f1_score,0.17
1141,TB_IQ,4,0.7,precision_recall_auc,0.72
179,TB_JO,3,0.3,accuracy,0.43
581,TB_JO,3,0.3,f1_score,0.59
983,TB_JO,3,0.3,precision_recall_auc,0.71
378,TB_JO,4,0.3,accuracy,0.51
780,TB_JO,4,0.3,f1_score,0.56
1182,TB_JO,4,0.3,precision_recall_auc,0.66
273,TB_JO,1,0.5,accuracy,0.59
675,TB_JO,1,0.5,f1_score,0.19
1077,TB_JO,1,0.5,precision_recall_auc,0.56
76,TB_JO,2,0.5,accuracy,0.6
478,TB_JO,2,0.5,f1_score,0.3
880,TB_JO,2,0.5,precision_recall_auc,0.58
180,TB_JO,3,0.5,accuracy,0.62
582,TB_JO,3,0.5,f1_score,0.31
984,TB_JO,3,0.5,precision_recall_auc,0.57
379,TB_JO,4,0.5,accuracy,0.66
781,TB_JO,4,0.5,f1_score,0.38
1183,TB_JO,4,0.5,precision_recall_auc,0.58
181,TB_JO,3,0.7,accuracy,0.59
583,TB_JO,3,0.7,f1_score,0.01
985,TB_JO,3,0.7,precision_recall_auc,0.46
380,TB_JO,4,0.7,accuracy,0.62
782,TB_JO,4,0.7,f1_score,0.0
1184,TB_JO,4,0.7,precision_recall_auc,0.19
276,TB_KW,1,0.5,accuracy,0.53
678,TB_KW,1,0.5,f1_score,0.15
1080,TB_KW,1,0.5,precision_recall_auc,0.55
79,TB_KW,2,0.5,accuracy,0.59
481,TB_KW,2,0.5,f1_score,0.38
883,TB_KW,2,0.5,precision_recall_auc,0.67
184,TB_KW,3,0.5,accuracy,0.59
586,TB_KW,3,0.5,f1_score,0.43
988,TB_KW,3,0.5,precision_recall_auc,0.66
383,TB_KW,4,0.5,accuracy,0.66
785,TB_KW,4,0.5,f1_score,0.5
1187,TB_KW,4,0.5,precision_recall_auc,0.65
277,TB_KW,1,0.7,accuracy,0.52
679,TB_KW,1,0.7,f1_score,0.01
1081,TB_KW,1,0.7,precision_recall_auc,0.49
80,TB_KW,2,0.7,accuracy,0.51
482,TB_KW,2,0.7,f1_score,0.02
884,TB_KW,2,0.7,precision_recall_auc,0.62
185,TB_KW,3,0.7,accuracy,0.52
587,TB_KW,3,0.7,f1_score,0.04
989,TB_KW,3,0.7,precision_recall_auc,0.67
384,TB_KW,4,0.7,accuracy,0.6
786,TB_KW,4,0.7,f1_score,0.11
1188,TB_KW,4,0.7,precision_recall_auc,0.58
100,TB_OM,3,0.3,accuracy,0.47
502,TB_OM,3,0.3,f1_score,0.57
