,global_entity_id,orders,threshold,performance_metric,value
643,PY_CL,1,0.3,precision_recall_auc,0.33
120,PY_CL,2,0.3,accuracy,0.29
419,PY_CL,2,0.3,f1_score,0.45
718,PY_CL,2,0.3,precision_recall_auc,0.61
288,PY_CL,3,0.3,accuracy,0.57
587,PY_CL,3,0.3,f1_score,0.72
886,PY_CL,3,0.3,precision_recall_auc,0.8
121,PY_CL,2,0.5,accuracy,0.39
420,PY_CL,2,0.5,f1_score,0.01
719,PY_CL,2,0.5,precision_recall_auc,0.39
289,PY_CL,3,0.5,accuracy,0.26
588,PY_CL,3,0.5,f1_score,0.41
887,PY_CL,3,0.5,precision_recall_auc,0.63
202,PY_CL,4,0.5,accuracy,0.63
501,PY_CL,4,0.5,f1_score,0.77
800,PY_CL,4,0.5,precision_recall_auc,0.82
33,PY_CR,1,0.3,accuracy,0.7
332,PY_CR,1,0.3,f1_score,0.01
631,PY_CR,1,0.3,precision_recall_auc,0.25
107,PY_CR,2,0.3,accuracy,0.39
406,PY_CR,2,0.3,f1_score,0.55
705,PY_CR,2,0.3,precision_recall_auc,0.67
274,PY_CR,3,0.3,accuracy,0.55
573,PY_CR,3,0.3,f1_score,0.71
872,PY_CR,3,0.3,precision_recall_auc,0.8
188,PY_CR,4,0.3,accuracy,0.5
487,PY_CR,4,0.3,f1_score,0.67
786,PY_CR,4,0.3,precision_recall_auc,0.74
108,PY_CR,2,0.5,accuracy,0.41
407,PY_CR,2,0.5,f1_score,0.0
706,PY_CR,2,0.5,precision_recall_auc,0.29
275,PY_CR,3,0.5,accuracy,0.32
574,PY_CR,3,0.5,f1_score,0.4
873,PY_CR,3,0.5,precision_recall_auc,0.68
189,PY_CR,4,0.5,accuracy,0.5
488,PY_CR,4,0.5,f1_score,0.44
787,PY_CR,4,0.5,precision_recall_auc,0.7
25,PY_DO,1,0.3,accuracy,0.54
324,PY_DO,1,0.3,f1_score,0.41
623,PY_DO,1,0.3,precision_recall_auc,0.5
90,PY_DO,2,0.3,accuracy,0.44
389,PY_DO,2,0.3,f1_score,0.61
688,PY_DO,2,0.3,precision_recall_auc,0.7
250,PY_DO,3,0.3,accuracy,0.71
549,PY_DO,3,0.3,f1_score,0.83
848,PY_DO,3,0.3,precision_recall_auc,0.86
91,PY_DO,2,0.5,accuracy,0.37
390,PY_DO,2,0.5,f1_score,0.37
689,PY_DO,2,0.5,precision_recall_auc,0.56
251,PY_DO,3,0.5,accuracy,0.55
550,PY_DO,3,0.5,f1_score,0.71
849,PY_DO,3,0.5,precision_recall_auc,0.81
168,PY_DO,4,0.5,accuracy,0.77
467,PY_DO,4,0.5,f1_score,0.87
766,PY_DO,4,0.5,precision_recall_auc,0.9
169,PY_DO,4,0.7,accuracy,0.4
468,PY_DO,4,0.7,f1_score,0.53
767,PY_DO,4,0.7,precision_recall_auc,0.83
28,PY_EC,1,0.3,accuracy,0.69
327,PY_EC,1,0.3,f1_score,0.0
626,PY_EC,1,0.3,precision_recall_auc,0.49
94,PY_EC,2,0.3,accuracy,0.34
393,PY_EC,2,0.3,f1_score,0.51
692,PY_EC,2,0.3,precision_recall_auc,0.66
256,PY_EC,3,0.3,accuracy,0.52
555,PY_EC,3,0.3,f1_score,0.69
854,PY_EC,3,0.3,precision_recall_auc,0.76
174,PY_EC,4,0.3,accuracy,0.58
473,PY_EC,4,0.3,f1_score,0.73
772,PY_EC,4,0.3,precision_recall_auc,0.79
257,PY_EC,3,0.5,accuracy,0.31
556,PY_EC,3,0.5,f1_score,0.3
855,PY_EC,3,0.5,precision_recall_auc,0.58
175,PY_EC,4,0.5,accuracy,0.32
474,PY_EC,4,0.5,f1_score,0.49
773,PY_EC,4,0.5,precision_recall_auc,0.65
26,PY_GT,1,0.3,accuracy,0.67
325,PY_GT,1,0.3,f1_score,0.0
624,PY_GT,1,0.3,precision_recall_auc,0.17
92,PY_GT,2,0.3,accuracy,0.34
391,PY_GT,2,0.3,f1_score,0.51
690,PY_GT,2,0.3,precision_recall_auc,0.65
252,PY_GT,3,0.3,accuracy,0.76
551,PY_GT,3,0.3,f1_score,0.86
850,PY_GT,3,0.3,precision_recall_auc,0.89
170,PY_GT,4,0.3,accuracy,0.71
469,PY_GT,4,0.3,f1_score,0.83
768,PY_GT,4,0.3,precision_recall_auc,0.87
253,PY_GT,3,0.5,accuracy,0.37
552,PY_GT,3,0.5,f1_score,0.53
851,PY_GT,3,0.5,precision_recall_auc,0.78
171,PY_GT,4,0.5,accuracy,0.52
470,PY_GT,4,0.5,f1_score,0.69
769,PY_GT,4,0.5,precision_recall_auc,0.81
44,PY_HN,1,0.3,accuracy,0.64
343,PY_HN,1,0.3,f1_score,0.01
642,PY_HN,1,0.3,precision_recall_auc,0.68
117,PY_HN,2,0.3,accuracy,0.32
416,PY_HN,2,0.3,f1_score,0.48
715,PY_HN,2,0.3,precision_recall_auc,0.65
284,PY_HN,3,0.3,accuracy,0.51
583,PY_HN,3,0.3,f1_score,0.67
882,PY_HN,3,0.3,precision_recall_auc,0.75
118,PY_HN,2,0.5,accuracy,0.33
417,PY_HN,2,0.5,f1_score,0.03
716,PY_HN,2,0.5,precision_recall_auc,0.44
285,PY_HN,3,0.5,accuracy,0.22
584,PY_HN,3,0.5,f1_score,0.36
883,PY_HN,3,0.5,precision_recall_auc,0.55
197,PY_HN,4,0.5,accuracy,0.5
496,PY_HN,4,0.5,f1_score,0.67
795,PY_HN,4,0.5,precision_recall_auc,0.75
198,PY_HN,4,0.7,accuracy,0.14
497,PY_HN,4,0.7,f1_score,0.0
796,PY_HN,4,0.7,precision_recall_auc,0.32
119,PY_PE,2,0.3,accuracy,0.31
418,PY_PE,2,0.3,f1_score,0.47
717,PY_PE,2,0.3,precision_recall_auc,0.64
286,PY_PE,3,0.3,accuracy,0.71
585,PY_PE,3,0.3,f1_score,0.83
884,PY_PE,3,0.3,precision_recall_auc,0.89
199,PY_PE,4,0.3,accuracy,0.83
498,PY_PE,4,0.3,f1_score,0.91
797,PY_PE,4,0.3,precision_recall_auc,0.93
287,PY_PE,3,0.5,accuracy,0.33
586,PY_PE,3,0.5,f1_score,0.5
885,PY_PE,3,0.5,precision_recall_auc,0.77
200,PY_PE,4,0.5,accuracy,0.63
499,PY_PE,4,0.5,f1_score,0.78
798,PY_PE,4,0.5,precision_recall_auc,0.9
201,PY_PE,4,0.7,accuracy,0.17
500,PY_PE,4,0.7,f1_score,0.07
799,PY_PE,4,0.7,precision_recall_auc,0.94
30,PY_PY,1,0.3,accuracy,0.71
329,PY_PY,1,0.3,f1_score,0.01
628,PY_PY,1,0.3,precision_recall_auc,0.4
97,PY_PY,2,0.3,accuracy,0.38
396,PY_PY,2,0.3,f1_score,0.55
695,PY_PY,2,0.3,precision_recall_auc,0.71
260,PY_PY,3,0.3,accuracy,0.79
559,PY_PY,3,0.3,f1_score,0.88
858,PY_PY,3,0.3,precision_recall_auc,0.93
98,PY_PY,2,0.5,accuracy,0.3
397,PY_PY,2,0.5,f1_score,0.01
696,PY_PY,2,0.5,precision_recall_auc,0.85
261,PY_PY,3,0.5,accuracy,0.27
560,PY_PY,3,0.5,f1_score,0.43
859,PY_PY,3,0.5,precision_recall_auc,0.8
179,PY_PY,4,0.5,accuracy,0.69
478,PY_PY,4,0.5,f1_score,0.82
777,PY_PY,4,0.5,precision_recall_auc,0.9
0,PY_SV,1,0.3,accuracy,0.47
299,PY_SV,1,0.3,f1_score,0.51
598,PY_SV,1,0.3,precision_recall_auc,0.61
51,PY_SV,2,0.3,accuracy,0.6
350,PY_SV,2,0.3,f1_score,0.75
649,PY_SV,2,0.3,precision_recall_auc,0.81
212,PY_SV,3,0.3,accuracy,0.8
511,PY_SV,3,0.3,f1_score,0.89
810,PY_SV,3,0.3,precision_recall_auc,0.91
52,PY_SV,2,0.5,accuracy,0.37
351,PY_SV,2,0.5,f1_score,0.51
650,PY_SV,2,0.5,precision_recall_auc,0.69
213,PY_SV,3,0.5,accuracy,0.62
512,PY_SV,3,0.5,f1_score,0.76
811,PY_SV,3,0.5,precision_recall_auc,0.86
214,PY_SV,3,0.7,accuracy,0.31
513,PY_SV,3,0.7,f1_score,0.41
812,PY_SV,3,0.7,precision_recall_auc,0.78
130,PY_SV,4,0.7,accuracy,0.69
429,PY_SV,4,0.7,f1_score,0.82
728,PY_SV,4,0.7,precision_recall_auc,0.94
39,PY_UY,1,0.3,accuracy,0.67
338,PY_UY,1,0.3,f1_score,0.15
637,PY_UY,1,0.3,precision_recall_auc,0.33
111,PY_UY,2,0.3,accuracy,0.36
410,PY_UY,2,0.3,f1_score,0.53
709,PY_UY,2,0.3,precision_recall_auc,0.74
278,PY_UY,3,0.3,accuracy,0.49
577,PY_UY,3,0.3,f1_score,0.65
876,PY_UY,3,0.3,precision_recall_auc,0.81
112,PY_UY,2,0.5,accuracy,0.31
411,PY_UY,2,0.5,f1_score,0.29
710,PY_UY,2,0.5,precision_recall_auc,0.74
279,PY_UY,3,0.5,accuracy,0.31
578,PY_UY,3,0.5,f1_score,0.48
877,PY_UY,3,0.5,precision_recall_auc,0.74
105,TB_AE,2,0.5,accuracy,0.38
404,TB_AE,2,0.5,f1_score,0.43
703,TB_AE,2,0.5,precision_recall_auc,0.65
270,TB_AE,3,0.5,accuracy,0.55
569,TB_AE,3,0.5,f1_score,0.71
868,TB_AE,3,0.5,precision_recall_auc,0.8
185,TB_AE,4,0.5,accuracy,0.72
484,TB_AE,4,0.5,f1_score,0.84
783,TB_AE,4,0.5,precision_recall_auc,0.89
271,TB_AE,3,0.7,accuracy,0.26
570,TB_AE,3,0.7,f1_score,0.0
869,TB_AE,3,0.7,precision_recall_auc,0.37
186,TB_AE,4,0.7,accuracy,0.2
485,TB_AE,4,0.7,f1_score,0.11
784,TB_AE,4,0.7,precision_recall_auc,0.76
40,TB_BH,1,0.3,accuracy,0.46
339,TB_BH,1,0.3,f1_score,0.39
638,TB_BH,1,0.3,precision_recall_auc,0.52
113,TB_BH,2,0.3,accuracy,0.54
412,TB_BH,2,0.3,f1_score,0.7
711,TB_BH,2,0.3,precision_recall_auc,0.77
280,TB_BH,3,0.3,accuracy,0.74
579,TB_BH,3,0.3,f1_score,0.85
878,TB_BH,3,0.3,precision_recall_auc,0.87
114,TB_BH,2,0.5,accuracy,0.43
413,TB_BH,2,0.5,f1_score,0.17
712,TB_BH,2,0.5,precision_recall_auc,0.6
281,TB_BH,3,0.5,accuracy,0.33
580,TB_BH,3,0.5,f1_score,0.45
879,TB_BH,3,0.5,precision_recall_auc,0.71
193,TB_BH,4,0.5,accuracy,0.5
492,TB_BH,4,0.5,f1_score,0.67
791,TB_BH,4,0.5,precision_recall_auc,0.77
106,TB_IQ,2,0.5,accuracy,0.48
405,TB_IQ,2,0.5,f1_score,0.65
704,TB_IQ,2,0.5,precision_recall_auc,0.82
272,TB_IQ,3,0.5,accuracy,0.76
571,TB_IQ,3,0.5,f1_score,0.86
870,TB_IQ,3,0.5,precision_recall_auc,0.93
273,TB_IQ,3,0.7,accuracy,0.42
572,TB_IQ,3,0.7,f1_score,0.58
871,TB_IQ,3,0.7,precision_recall_auc,0.88
187,TB_IQ,4,0.7,accuracy,0.78
486,TB_IQ,4,0.7,f1_score,0.88
785,TB_IQ,4,0.7,precision_recall_auc,0.94
9,TB_JO,1,0.3,accuracy,0.39
308,TB_JO,1,0.3,f1_score,0.52
607,TB_JO,1,0.3,precision_recall_auc,0.66
66,TB_JO,2,0.3,accuracy,0.65
365,TB_JO,2,0.3,f1_score,0.79
664,TB_JO,2,0.3,precision_recall_auc,0.83
227,TB_JO,3,0.3,accuracy,0.84
526,TB_JO,3,0.3,f1_score,0.91
825,TB_JO,3,0.3,precision_recall_auc,0.92
67,TB_JO,2,0.5,accuracy,0.38
366,TB_JO,2,0.5,f1_score,0.53
665,TB_JO,2,0.5,precision_recall_auc,0.68
228,TB_JO,3,0.5,accuracy,0.7
527,TB_JO,3,0.5,f1_score,0.83
826,TB_JO,3,0.5,precision_recall_auc,0.9
144,TB_JO,4,0.5,accuracy,0.7
443,TB_JO,4,0.5,f1_score,0.82
742,TB_JO,4,0.5,precision_recall_auc,0.85
145,TB_JO,4,0.7,accuracy,0.25
444,TB_JO,4,0.7,f1_score,0.12
743,TB_JO,4,0.7,precision_recall_auc,0.57
103,TB_KW,2,0.5,accuracy,0.35
402,TB_KW,2,0.5,f1_score,0.52
701,TB_KW,2,0.5,precision_recall_auc,0.69
266,TB_KW,3,0.5,accuracy,0.71
565,TB_KW,3,0.5,f1_score,0.83
864,TB_KW,3,0.5,precision_recall_auc,0.89
183,TB_KW,4,0.5,accuracy,0.84
482,TB_KW,4,0.5,f1_score,0.91
781,TB_KW,4,0.5,precision_recall_auc,0.93
267,TB_KW,3,0.7,accuracy,0.21
566,TB_KW,3,0.7,f1_score,0.12
865,TB_KW,3,0.7,precision_recall_auc,0.85
184,TB_KW,4,0.7,accuracy,0.27
483,TB_KW,4,0.7,f1_score,0.43
782,TB_KW,4,0.7,precision_recall_auc,0.8
46,TB_OM,1,0.3,accuracy,0.42
345,TB_OM,1,0.3,f1_score,0.53
644,TB_OM,1,0.3,precision_recall_auc,0.65
122,TB_OM,2,0.3,accuracy,0.48
421,TB_OM,2,0.3,f1_score,0.65
720,TB_OM,2,0.3,precision_recall_auc,0.74
123,TB_OM,2,0.5,accuracy,0.29
422,TB_OM,2,0.5,f1_score,0.4
721,TB_OM,2,0.5,precision_recall_auc,0.54
290,TB_OM,3,0.5,accuracy,0.54
589,TB_OM,3,0.5,f1_score,0.7
888,TB_OM,3,0.5,precision_recall_auc,0.76
203,TB_OM,4,0.5,accuracy,0.75
502,TB_OM,4,0.5,f1_score,0.86
801,TB_OM,4,0.5,precision_recall_auc,0.9
291,TB_OM,3,0.7,accuracy,0.42
590,TB_OM,3,0.7,f1_score,0.13
889,TB_OM,3,0.7,precision_recall_auc,0.59
204,TB_OM,4,0.7,accuracy,0.23
503,TB_OM,4,0.7,f1_score,0.3
802,TB_OM,4,0.7,precision_recall_auc,0.74
22,TB_QA,1,0.3,accuracy,0.35
321,TB_QA,1,0.3,f1_score,0.52
620,TB_QA,1,0.3,precision_recall_auc,0.67
87,TB_QA,2,0.5,accuracy,0.37
386,TB_QA,2,0.5,f1_score,0.46
685,TB_QA,2,0.5,precision_recall_auc,0.64
247,TB_QA,3,0.5,accuracy,0.52
546,TB_QA,3,0.5,f1_score,0.68
845,TB_QA,3,0.5,precision_recall_auc,0.76
163,TB_QA,4,0.5,accuracy,0.81
462,TB_QA,4,0.5,f1_score,0.89
761,TB_QA,4,0.5,precision_recall_auc,0.91
164,TB_QA,4,0.7,accuracy,0.19
463,TB_QA,4,0.7,f1_score,0.11
762,TB_QA,4,0.7,precision_recall_auc,0.75
49,YS_TR,1,0.3,accuracy,0.72
348,YS_TR,1,0.3,f1_score,0.02
647,YS_TR,1,0.3,precision_recall_auc,0.3
128,YS_TR,2,0.3,accuracy,0.38
427,YS_TR,2,0.3,f1_score,0.5
726,YS_TR,2,0.3,precision_recall_auc,0.7
297,YS_TR,3,0.3,accuracy,0.7
596,YS_TR,3,0.3,f1_score,0.82
895,YS_TR,3,0.3,precision_recall_auc,0.89
210,YS_TR,4,0.3,accuracy,0.76
509,YS_TR,4,0.3,f1_score,0.87
808,YS_TR,4,0.3,precision_recall_auc,0.9
50,YS_TR,1,0.5,accuracy,0.72
349,YS_TR,1,0.5,f1_score,0.0
648,YS_TR,1,0.5,precision_recall_auc,0.64
129,YS_TR,2,0.5,accuracy,0.31
428,YS_TR,2,0.5,f1_score,0.0
727,YS_TR,2,0.5,precision_recall_auc,0.85
298,YS_TR,3,0.5,accuracy,0.19
597,YS_TR,3,0.5,f1_score,0.16
896,YS_TR,3,0.5,precision_recall_auc,0.71
211,YS_TR,4,0.5,accuracy,0.38
510,YS_TR,4,0.5,f1_score,0.52
809,YS_TR,4,0.5,precision_recall_auc,0.81
